iter	Passed	Remaining
1679	10968	8618
1680	10974	8610
1681	10979	8603
1682	10986	8597
1683	10992	8590
1684	10998	8583
1685	11005	8577
1686	11012	8571
1687	11019	8564
1688	11025	8558
1689	11032	8551
1690	11038	8544
1691	11044	8537
1692	11050	8531
1693	11058	8525
1694	11064	8518
1695	11072	8513
1696	11079	8507
1697	11085	8500
1698	11091	8493
1699	11098	8487
1700	11105	8480
1701	11111	8474
1702	11118	8468
1703	11125	8461
1704	11132	8455
1705	11139	8448
1706	11145	8442
1707	11151	8435
1708	11158	8428
1709	11165	8422
1710	11171	8416
1711	11177	8409
1712	11183	8402
1713	11191	8396
1714	11197	8390
1715	11203	8383
1716	11210	8376
1717	11217	8370
1718	11224	8364
1719	11230	8357
1720	11236	8350
1721	11242	8344
1722	11249	8337
1723	11256	8331
1724	11262	8324
1725	11267	8317
1726	11273	8309
1727	11279	8302
1728	11285	8296
1729	11291	8289
1730	11297	8282
1731	11303	8275
1732	11310	8269
1733	11317	8263
1734	11324	8257
1735	11332	8250
1736	11339	8245
1737	11347	8239
1738	11353	8232
1739	11360	8226
1740	11367	8220
1741	11375	8214
1742	11381	8208
1743	11388	8201
1744	11394	8194
1745	11399	8187
1746	11405	8180
1747	11411	8173
1748	11418	8167
1749	11425	8160
1750	11431	8154
1751	11439	8148
1752	11445	8141
1753	11451	8134
1754	11459	8129
1755	11467	8123
1756	11474	8117
1757	11480	8110
1758	11487	8104
1759	11493	8097
1760	11501	8091
1761	11508	8086
1762	11516	8080
1763	11522	8073
1764	11528	8067
1765	11534	8059
1766	11541	8053
1767	11548	8047
1768	11556	8042
1769	11563	8035
1770	11570	8029
1771	11576	8022
1772	11581	8015
1773	11588	8008
1774	11595	8002
1775	11600	7995
1776	11606	7988
1777	11613	7981
1778	11620	7975
1779	11627	7969
1780	11634	7963
1781	11640	7956
1782	11648	7950
1783	11654	7944
1784	11660	7936
1785	11667	7930
1786	11675	7925
1787	11681	7918
1788	11687	7911
1789	11693	7904
1790	11700	7898
1791	11706	7891
1792	11713	7885
1793	11722	7880
1794	11727	7872
1795	11734	7866
1796	11740	7859
1797	11747	7853
1798	11753	7846
1799	11759	7839
1800	11765	7832
1801	11773	7827
1802	11780	7821
1803	11787	7814
1804	11794	7808
1805	11800	7801
1806	11807	7795
1807	11814	7789
1808	11821	7782
1809	11829	7777
1810	11835	7770
1811	11842	7764
1812	11850	7759
1813	11857	7752
1814	11863	7745
1815	11869	7738
1816	11875	7731
1817	11881	7724
1818	11887	7718
1819	11894	7711
1820	11900	7704
1821	11906	7698
1822	11913	7692
1823	11919	7685
1824	11926	7678
1825	11933	7672
1826	11940	7666
1827	11947	7659
1828	11954	7653
1829	11960	7646
1830	11967	7640
1831	11973	7633
1832	11981	7628
1833	11989	7622
1834	11995	7615
1835	12002	7609
1836	12008	7602
1837	12014	7595
1838	12021	7589
1839	12028	7583
1840	12036	7577
1841	12043	7571
1842	12049	7564
1843	12056	7557
1844	12063	7551
1845	12069	7545
1846	12076	7538
1847	12083	7532
1848	12090	7526
1849	12095	7519
1850	12102	7512
1851	12109	7506
1852	12118	7501
1853	12124	7494
1854	12130	7487
1855	12137	7481
1856	12144	7475
1857	12151	7468
1858	12156	7461
1859	12162	7454
1860	12168	7447
1861	12176	7441
1862	12182	7435
1863	12189	7428
1864	12195	7421
1865	12202	7415
1866	12208	7409
1867	12214	7402
1868	12221	7395
1869	12226	7388
1870	12233	7381
1871	12240	7375
1872	12248	7370
1873	12254	7363
1874	12260	7356
1875	12266	7349
1876	12273	7342
1877	12279	7336
1878	12285	7329
1879	12292	7323
1880	12299	7316
1881	12306	7310
1882	12311	7303
1883	12317	7296
1884	12324	7289
1885	12330	7283
1886	12337	7277
1887	12343	7270
1888	12350	7263
1889	12356	7257
1890	12363	7250
1891	12370	7244
1892	12378	7238
1893	12385	7232
1894	12391	7225
1895	12398	7219
1896	12405	7213
1897	12411	7206
1898	12418	7200
1899	12425	7193
1900	12432	7187
1901	12439	7180
1902	12444	7173
1903	12450	7166
1904	12455	7159
1905	12462	7153
1906	12469	7146
1907	12475	7140
1908	12481	7133
1909	12487	7126
1910	12494	7120
1911	12500	7113
1912	12508	7107
1913	12514	7100
1914	12521	7094
1915	12528	7088
1916	12535	7081
1917	12541	7074
1918	12548	7068
1919	12553	7061
1920	12560	7054
1921	12566	7048
1922	12573	7041
1923	12579	7035
1924	12585	7028
1925	12591	7021
1926	12597	7014
1927	12604	7008
1928	12610	7001
1929	12617	6994
1930	12624	6988
1931	12629	6981
1932	12637	6975
1933	12644	6969
1934	12651	6963
1935	12657	6956
1936	12663	6949
1937	12670	6943
1938	12676	6936
1939	12682	6929
1940	12687	6922
1941	12694	6915
1942	12702	6910
1943	12710	6904
1944	12717	6898
1945	12724	6891
1946	12730	6885
1947	12736	6878
1948	12742	6871
1949	12749	6864
1950	12756	6858
1951	12761	6851
1952	12770	6846
1953	12776	6839
1954	12784	6833
1955	12791	6827
1956	12797	6820
1957	12803	6813
1958	12810	6807
1959	12817	6800
1960	12822	6793
1961	12828	6787
1962	12835	6780
1963	12841	6774
1964	12849	6767
1965	12855	6761
1966	12861	6754
1967	12868	6748
1968	12876	6742
1969	12882	6735
1970	12888	6728
1971	12894	6721
1972	12901	6715
1973	12908	6709
1974	12915	6702
1975	12921	6696
1976	12928	6689
1977	12934	6683
1978	12941	6676
1979	12948	6670
1980	12954	6663
1981	12960	6656
1982	12967	6650
1983	12974	6644
1984	12980	6637
1985	12987	6630
1986	12994	6624
1987	13001	6618
1988	13006	6611
1989	13012	6604
1990	13019	6598
1991	13027	6592
1992	13033	6585
1993	13040	6579
1994	13047	6572
1995	13054	6566
1996	13061	6560
1997	13067	6553
1998	13072	6546
1999	13079	6539
2000	13086	6533
2001	13092	6526
2002	13099	6520
2003	13105	6513
2004	13113	6507
2005	13118	6500
2006	13124	6493
2007	13131	6487
2008	13137	6480
2009	13143	6473
2010	13150	6467
2011	13157	6460
2012	13164	6454
2013	13171	6448
2014	13179	6442
2015	13186	6436
2016	13193	6429
2017	13199	6422
2018	13205	6416
2019	13212	6409
2020	13218	6403
2021	13224	6396
2022	13230	6389
2023	13238	6383
2024	13244	6376
2025	13249	6369
2026	13256	6363
2027	13262	6356
2028	13269	6350
2029	13275	6343
2030	13282	6336
2031	13288	6330
2032	13296	6324
2033	13303	6318
2034	13311	6312
2035	13319	6306
2036	13326	6300
2037	13332	6293
2038	13340	6287
2039	13347	6281
2040	13354	6274
2041	13361	6268
2042	13368	6262
2043	13375	6255
2044	13382	6249
2045	13389	6243
2046	13395	6236
2047	13401	6229
2048	13408	6223
2049	13414	6216
2050	13420	6209
2051	13428	6203
2052	13435	6197
2053	13440	6190
2054	13448	6184
2055	13455	6177
2056	13461	6171
2057	13467	6164
2058	13472	6157
2059	13478	6150
2060	13485	6144
2061	13493	6138
2062	13499	6131
2063	13507	6125
2064	13514	6119
2065	13521	6112
2066	13527	6106
2067	13534	6099
2068	13540	6092
2069	13547	6086
2070	13553	6079
2071	13558	6072
2072	13565	6065
2073	13571	6059
2074	13578	6053
2075	13585	6046
2076	13593	6040
2077	13600	6034
2078	13606	6027
2079	13612	6021
2080	13618	6014
2081	13625	6007
2082	13632	6001
2083	13639	5995
2084	13644	5988
2085	13650	5981
2086	13657	5974
2087	13663	5967
2088	13669	5961
2089	13675	5954
2090	13681	5947
2091	13688	5941
2092	13694	5934
2093	13702	5928
2094	13709	5922
2095	13715	5915
2096	13721	5908
2097	13727	5901
2098	13734	5895
2099	13742	5889
2100	13748	5883
2101	13754	5876
2102	13760	5869
2103	13766	5862
2104	13772	5855
2105	13779	5849
2106	13786	5842
2107	13791	5835
2108	13797	5829
2109	13805	5823
2110	13821	5820
2111	13836	5817
2112	13843	5811
2113	13850	5805
2114	13858	5798
2115	13863	5791
2116	13868	5784
2117	13874	5777
2118	13880	5771
2119	13886	5764
2120	13892	5757
2121	13898	5750
2122	13905	5744
2123	13911	5737
2124	13918	5730
2125	13923	5724
2126	13929	5717
2127	13936	5710
2128	13942	5704
2129	13949	5697
2130	13956	5691
2131	13963	5684
2132	13970	5678
2133	13978	5672
2134	13984	5665
2135	13992	5659
2136	13999	5653
2137	14006	5647
2138	14013	5640
2139	14019	5634
2140	14025	5627
2141	14033	5621
2142	14040	5614
2143	14046	5608
2144	14053	5601
2145	14059	5595
2146	14066	5588
2147	14072	5581
2148	14079	5575
2149	14086	5569
2150	14092	5562
2151	14101	5556
2152	14108	5550
2153	14115	5543
2154	14121	5537
2155	14128	5530
2156	14135	5524
2157	14142	5517
2158	14148	5511
2159	14154	5504
2160	14161	5498
2161	14168	5491
2162	14174	5484
2163	14180	5478
2164	14187	5472
2165	14193	5465
2166	14199	5458
2167	14206	5452
2168	14213	5445
2169	14219	5438
2170	14227	5432
2171	14233	5426
2172	14240	5419
2173	14247	5413
2174	14253	5406
2175	14260	5400
2176	14266	5393
2177	14273	5386
2178	14280	5380
2179	14286	5373
2180	14292	5367
2181	14297	5360
2182	14306	5354
2183	14313	5347
2184	14320	5341
2185	14327	5335
2186	14334	5328
2187	14340	5322
2188	14348	5315
2189	14355	5309
2190	14361	5302
2191	14369	5296
2192	14375	5289
2193	14381	5283
2194	14387	5276
2195	14393	5269
2196	14400	5263
2197	14406	5256
2198	14413	5250
2199	14420	5243
2200	14427	5237
2201	14433	5230
2202	14439	5223
2203	14445	5217
2204	14451	5210
2205	14458	5204
2206	14464	5197
2207	14470	5190
2208	14476	5183
2209	14483	5177
2210	14489	5170
2211	14498	5164
2212	14504	5158
2213	14511	5151
2214	14518	5145
2215	14525	5138
2216	14531	5132
2217	14538	5125
2218	14544	5119
2219	14552	5113
2220	14559	5106
2221	14566	5100
2222	14573	5093
2223	14579	5087
2224	14586	5080
2225	14592	5074
2226	14599	5067
2227	14605	5060
2228	14611	5054
2229	14617	5047
2230	14624	5040
2231	14631	5034
2232	14638	5028
2233	14646	5021
2234	14654	5015
2235	14660	5009
2236	14667	5002
2237	14674	4996
2238	14680	4989
2239	14688	4983
2240	14695	4977
2241	14702	4970
2242	14708	4964
2243	14715	4957
2244	14721	4950
2245	14728	4944
2246	14735	4938
2247	14742	4931
2248	14749	4925
2249	14757	4919
2250	14765	4912
2251	14771	4906
2252	14777	4899
2253	14783	4893
2254	14790	4886
2255	14796	4879
2256	14803	4873
2257	14808	4866
2258	14815	4859
2259	14821	4853
2260	14827	4846
2261	14834	4839
2262	14841	4833
2263	14847	4826
2264	14853	4820
2265	14859	4813
2266	14867	4807
2267	14873	4800
2268	14879	4793
2269	14886	4787
2270	14893	4780
2271	14899	4774
2272	14906	4767
2273	14912	4760
2274	14918	4754
2275	14924	4747
2276	14931	4740
2277	14936	4734
2278	14943	4727
2279	14951	4721
2280	14958	4715
2281	14965	4708
2282	14973	4702
2283	14980	4696
2284	14987	4689
2285	14994	4683
2286	15001	4676
2287	15007	4670
2288	15014	4663
2289	15021	4657
2290	15028	4651
2291	15035	4644
2292	15041	4637
2293	15048	4631
2294	15054	4624
2295	15060	4617
2296	15067	4611
2297	15074	4604
2298	15080	4598
2299	15086	4591
2300	15092	4584
2301	15099	4578
2302	15105	4571
2303	15111	4565
2304	15118	4558
2305	15124	4551
2306	15132	4545
2307	15139	4539
2308	15146	4532
2309	15152	4525
2310	15159	4519
2311	15166	4513
2312	15173	4506
2313	15179	4500
2314	15185	4493
2315	15193	4487
2316	15200	4480
2317	15206	4474
2318	15213	4467
2319	15218	4460
2320	15225	4454
2321	15232	4447
2322	15239	4441
2323	15246	4434
2324	15252	4428
2325	15259	4421
2326	15265	4415
2327	15272	4408
2328	15279	4402
2329	15287	4395
2330	15294	4389
2331	15300	4382
2332	15306	4375
2333	15312	4369
2334	15319	4362
2335	15327	4356
2336	15335	4350
2337	15342	4344
2338	15349	4337
2339	15356	4331
2340	15362	4324
2341	15368	4317
2342	15373	4310
2343	15380	4304
2344	15386	4297
2345	15393	4291
2346	15399	4284
2347	15405	4277
2348	15411	4271
2349	15417	4264
2350	15424	4257
2351	15430	4251
2352	15436	4244
2353	15443	4238
2354	15449	4231
2355	15456	4224
2356	15463	4218
2357	15470	4212
2358	15477	4205
2359	15484	4199
2360	15491	4192
2361	15498	4186
2362	15504	4179
2363	15512	4173
2364	15518	4166
2365	15524	4160
2366	15531	4153
2367	15538	4147
2368	15545	4140
2369	15553	4134
2370	15560	4127
2371	15567	4121
2372	15574	4115
2373	15580	4108
2374	15586	4101
2375	15592	4095
2376	15599	4088
2377	15605	4081
2378	15612	4075
2379	15619	4069
2380	15627	4062
2381	15633	4056
2382	15640	4049
2383	15647	4043
2384	15654	4036
2385	15662	4030
2386	15669	4023
2387	15675	4017
2388	15681	4010
2389	15688	4004
2390	15695	3997
2391	15703	3991
2392	15709	3984
2393	15715	3978
2394	15722	3971
2395	15729	3965
2396	15735	3958
2397	15740	3951
2398	15746	3944
2399	15753	3938
2400	15759	3931
2401	15766	3925
2402	15772	3918
2403	15778	3911
2404	15784	3905
2405	15791	3898
2406	15797	3892
2407	15802	3885
2408	15811	3878
2409	15818	3872
2410	15826	3866
2411	15834	3860
2412	15841	3853
2413	15847	3847
2414	15855	3840
2415	15861	3834
2416	15867	3827
2417	15873	3820
2418	15880	3814
2419	15886	3807
2420	15893	3801
2421	15900	3794
2422	15905	3787
2423	15911	3781
2424	15918	3774
2425	15924	3767
2426	15931	3761
2427	15938	3754
2428	15945	3748
2429	15950	3741
2430	15957	3735
2431	15965	3728
2432	15971	3722
2433	15978	3715
2434	15984	3709
2435	15992	3702
2436	15999	3696
2437	16007	3689
2438	16014	3683
2439	16020	3676
2440	16028	3670
2441	16035	3664
2442	16042	3657
2443	16049	3651
2444	16056	3644
2445	16063	3638
2446	16069	3631
2447	16076	3625
2448	16082	3618
2449	16090	3612
2450	16095	3605
2451	16103	3598
2452	16110	3592
2453	16117	3586
2454	16124	3579
2455	16132	3573
2456	16140	3566
2457	16147	3560
2458	16153	3553
2459	16160	3547
2460	16166	3540
2461	16173	3534
2462	16181	3527
2463	16188	3521
2464	16195	3514
2465	16201	3508
2466	16207	3501
2467	16215	3495
2468	16221	3488
2469	16228	3482
2470	16234	3475
2471	16241	3469
2472	16248	3462
2473	16255	3456
2474	16262	3449
2475	16268	3442
2476	16275	3436
2477	16281	3429
2478	16288	3423
2479	16295	3416
2480	16300	3409
2481	16308	3403
2482	16314	3396
2483	16321	3390
2484	16327	3383
2485	16334	3377
2486	16342	3370
2487	16349	3364
2488	16355	3357
2489	16363	3351
2490	16368	3344
2491	16373	3337
2492	16380	3331
2493	16386	3324
2494	16393	3318
2495	16398	3311
2496	16406	3304
2497	16412	3298
2498	16417	3291
2499	16424	3284
2500	16431	3278
2501	16437	3271
2502	16443	3265
2503	16450	3258
2504	16456	3251
2505	16463	3245
2506	16469	3238
2507	16477	3232
2508	16484	3225
2509	16490	3219
2510	16496	3212
2511	16502	3205
2512	16508	3199
2513	16514	3192
2514	16522	3186
2515	16529	3179
2516	16536	3173
2517	16543	3166
2518	16550	3160
2519	16556	3153
2520	16564	3147
2521	16571	3140
2522	16577	3134
2523	16584	3127
2524	16590	3120
2525	16598	3114
2526	16605	3108
2527	16611	3101
2528	16619	3095
2529	16626	3088
2530	16631	3081
2531	16638	3075
2532	16644	3068
2533	16650	3061
2534	16657	3055
2535	16662	3048
2536	16669	3042
2537	16677	3035
2538	16684	3029
2539	16692	3023
2540	16698	3016
2541	16705	3009
2542	16713	3003
2543	16719	2996
2544	16725	2990
2545	16731	2983
2546	16738	2977
2547	16745	2970
2548	16752	2963
2549	16758	2957
2550	16764	2950
2551	16770	2944
2552	16777	2937
2553	16784	2930
2554	16791	2924
2555	16797	2917
2556	16805	2911
2557	16811	2904
2558	16818	2898
2559	16824	2891
2560	16831	2885
2561	16838	2878
2562	16843	2871
2563	16849	2865
2564	16856	2858
2565	16864	2852
2566	16869	2845
2567	16877	2839
2568	16884	2832
2569	16892	2826
2570	16906	2821
2571	16913	2814
2572	16920	2808
2573	16928	2801
2574	16934	2795
2575	16942	2788
2576	16948	2781
2577	16954	2775
2578	16961	2768
2579	16968	2762
2580	16975	2755
2581	16981	2749
2582	16988	2742
2583	16995	2736
2584	17001	2729
2585	17008	2722
2586	17015	2716
2587	17021	2709
2588	17027	2703
2589	17033	2696
2590	17040	2689
2591	17046	2683
2592	17052	2676
2593	17058	2669
2594	17067	2663
2595	17072	2656
2596	17079	2650
2597	17085	2643
2598	17091	2637
2599	17097	2630
2600	17104	2623
2601	17111	2617
2602	17118	2610
2603	17126	2604
2604	17131	2597
2605	17137	2591
2606	17145	2584
2607	17151	2578
2608	17158	2571
2609	17165	2564
2610	17171	2558
2611	17178	2551
2612	17183	2545
2613	17190	2538
2614	17196	2531
2615	17202	2525
2616	17208	2518
2617	17214	2511
2618	17221	2505
2619	17228	2498
2620	17235	2492
2621	17241	2485
2622	17248	2479
2623	17255	2472
2624	17261	2465
2625	17268	2459
2626	17277	2453
2627	17284	2446
2628	17292	2440
2629	17299	2433
2630	17306	2427
2631	17314	2420
2632	17321	2414
2633	17328	2407
2634	17334	2401
2635	17341	2394
2636	17347	2388
2637	17354	2381
2638	17361	2374
2639	17367	2368
2640	17374	2361
2641	17380	2355
2642	17386	2348
2643	17391	2341
2644	17397	2335
2645	17403	2328
2646	17409	2321
2647	17415	2315
2648	17423	2308
2649	17428	2301
2650	17434	2295
2651	17441	2288
2652	17447	2282
2653	17455	2275
2654	17460	2268
2655	17467	2262
2656	17473	2255
2657	17480	2249
2658	17486	2242
2659	17492	2235
2660	17499	2229
2661	17505	2222
2662	17513	2216
2663	17519	2209
2664	17525	2203
2665	17532	2196
2666	17538	2189
2667	17546	2183
2668	17553	2176
2669	17560	2170
2670	17565	2163
2671	17572	2157
2672	17577	2150
2673	17583	2143
2674	17589	2137
2675	17594	2130
2676	17600	2123
2677	17607	2117
2678	17613	2110
2679	17620	2103
2680	17627	2097
2681	17633	2090
2682	17640	2084
2683	17647	2077
2684	17655	2071
2685	17660	2064
2686	17666	2057
2687	17673	2051
2688	17681	2044
2689	17687	2038
2690	17693	2031
2691	17700	2025
2692	17705	2018
2693	17712	2011
2694	17719	2005
2695	17726	1998
2696	17733	1992
2697	17739	1985
2698	17745	1979
2699	17751	1972
2700	17759	1965
2701	17764	1959
2702	17771	1952
2703	17777	1946
2704	17783	1939
2705	17789	1932
2706	17795	1926
2707	17800	1919
2708	17808	1912
2709	17814	1906
2710	17819	1899
2711	17826	1893
2712	17833	1886
2713	17840	1880
2714	17846	1873
2715	17852	1866
2716	17859	1860
2717	17866	1853
2718	17873	1847
2719	17880	1840
2720	17887	1834
2721	17893	1827
2722	17899	1820
2723	17905	1814
2724	17912	1807
2725	17918	1801
2726	17925	1794
2727	17932	1788
2728	17939	1781
2729	17945	1774
2730	17951	1768
2731	17957	1761
2732	17963	1754
2733	17969	1748
2734	17976	1741
2735	17982	1735
2736	17988	1728
2737	17994	1721
2738	18000	1715
2739	18006	1708
2740	18013	1702
2741	18021	1695
2742	18027	1689
2743	18035	1682
2744	18043	1676
2745	18049	1669
2746	18055	1662
2747	18062	1656
2748	18068	1649
2749	18076	1643
2750	18084	1636
2751	18089	1630
2752	18096	1623
2753	18103	1617
2754	18110	1610
2755	18115	1603
2756	18121	1597
2757	18128	1590
2758	18133	1583
2759	18139	1577
2760	18147	1570
2761	18153	1564
2762	18159	1557
2763	18164	1550
2764	18172	1544
2765	18179	1537
2766	18186	1531
2767	18193	1524
2768	18199	1518
2769	18208	1511
2770	18216	1505
2771	18222	1498
2772	18228	1492
2773	18235	1485
2774	18241	1479
2775	18248	1472
2776	18253	1465
2777	18259	1459
2778	18265	1452
2779	18272	1446
2780	18279	1439
2781	18285	1432
2782	18290	1426
2783	18298	1419
2784	18304	1413
2785	18310	1406
2786	18318	1399
2787	18325	1393
2788	18331	1386
2789	18337	1380
2790	18344	1373
2791	18350	1367
2792	18357	1360
2793	18364	1354
2794	18372	1347
2795	18378	1340
2796	18385	1334
2797	18393	1327
2798	18400	1321
2799	18405	1314
2800	18412	1308
2801	18418	1301
2802	18425	1294
2803	18432	1288
2804	18440	1281
2805	18447	1275
2806	18455	1268
2807	18461	1262
2808	18469	1255
2809	18478	1249
2810	18486	1242
2811	18492	1236
2812	18498	1229
2813	18505	1223
2814	18512	1216
2815	18518	1210
2816	18524	1203
2817	18529	1196
2818	18536	1190
2819	18543	1183
2820	18552	1177
2821	18558	1170
2822	18564	1163
2823	18571	1157
2824	18579	1150
2825	18587	1144
2826	18594	1137
2827	18602	1131
2828	18609	1124
2829	18617	1118
2830	18625	1111
2831	18633	1105
2832	18641	1098
2833	18647	1092
2834	18653	1085
2835	18660	1079
2836	18667	1072
2837	18674	1066
2838	18681	1059
2839	18689	1052
2840	18695	1046
2841	18702	1039
2842	18709	1033
2843	18717	1026
2844	18723	1020
2845	18730	1013
2846	18737	1006
2847	18743	1000
2848	18750	993
2849	18757	987
2850	18763	980
2851	18770	974
2852	18777	967
2853	18783	960
2854	18789	954
2855	18795	947
2856	18802	941
2857	18808	934
2858	18814	927
2859	18820	921
2860	18826	914
2861	18832	908
2862	18838	901
2863	18844	894
2864	18852	888
2865	18858	881
2866	18864	875
2867	18870	868
2868	18877	861
2869	18883	855
2870	18890	848
2871	18896	842
2872	18903	835
2873	18910	829
2874	18918	822
2875	18926	816
2876	18932	809
2877	18938	802
2878	18944	796
2879	18951	789
2880	18958	783
2881	18964	776
2882	18971	769
2883	18978	763
2884	18984	756
2885	18991	750
2886	18998	743
2887	19004	737
2888	19011	730
2889	19017	723
2890	19022	717
2891	19028	710
2892	19035	704
2893	19041	697
2894	19047	690
2895	19054	684
2896	19061	677
2897	19067	671
2898	19074	664
2899	19080	657
2900	19086	651
2901	19092	644
2902	19100	638
2903	19108	631
2904	19114	625
2905	19122	618
2906	19129	611
2907	19136	605
2908	19141	598
2909	19148	592
2910	19154	585
2911	19161	579
2912	19168	572
2913	19174	565
2914	19181	559
2915	19187	552
2916	19194	546
2917	19201	539
2918	19207	532
2919	19214	526
2920	19219	519
2921	19226	513
2922	19232	506
2923	19240	500
2924	19245	493
2925	19252	486
2926	19258	480
2927	19266	473
2928	19272	467
2929	19279	460
2930	19285	454
2931	19293	447
2932	19301	440
2933	19307	434
2934	19313	427
2935	19319	421
2936	19327	414
2937	19334	408
2938	19340	401
2939	19346	394
2940	19353	388
2941	19359	381
2942	19366	375
2943	19372	368
2944	19378	361
2945	19385	355
2946	19392	348
2947	19399	342
2948	19405	335
2949	19412	329
2950	19419	322
2951	19426	315
2952	19432	309
2953	19438	302
2954	19443	296
2955	19449	289
2956	19454	282
2957	19461	276
2958	19468	269
2959	19475	263
2960	19483	256
2961	19489	250
2962	19497	243
2963	19503	236
2964	19508	230
2965	19515	223
2966	19521	217
2967	19528	210
2968	19534	203
2969	19541	197
2970	19548	190
2971	19554	184
2972	19559	177
2973	19564	171
2974	19571	164
2975	19577	157
2976	19583	151
2977	19589	144
2978	19596	138
2979	19602	131
2980	19609	124
2981	19615	118
2982	19622	111
2983	19627	105
2984	19634	98
2985	19640	92
2986	19646	85
2987	19655	78
2988	19662	72
2989	19669	65
2990	19675	59
2991	19681	52
2992	19687	46
2993	19694	39
2994	19702	32
2995	19707	26
2996	19714	19
2997	19720	13
2998	19726	6
2999	19733	0
