iter	RMSE
760	0.07752900738
761	0.07748509137
762	0.07742919727
763	0.07742337784
764	0.07736463592
765	0.07732105946
766	0.07727308188
767	0.07718867258
768	0.07715020468
769	0.0771452269
770	0.07714224666
771	0.07710423203
772	0.07709672174
773	0.07707195451
774	0.07703053054
775	0.07692937995
776	0.07690760255
777	0.07685993182
778	0.07684100363
779	0.076821545
780	0.07674586111
781	0.07669981815
782	0.07665395099
783	0.07659714444
784	0.0765790199
785	0.07654558361
786	0.07649638812
787	0.0764746286
788	0.07643396025
789	0.07642964836
790	0.07641597623
791	0.07638883013
792	0.07634881112
793	0.07631429613
794	0.07621821606
795	0.07618068435
796	0.07610668275
797	0.07610365547
798	0.07606345219
799	0.07601680449
800	0.07599379686
801	0.07593132614
802	0.07588619628
803	0.0757763286
804	0.07569287984
805	0.07560950696
806	0.07556830149
807	0.07556389875
808	0.07552396322
809	0.07550481431
810	0.07544644637
811	0.07538346883
812	0.07531260499
813	0.07527158389
814	0.07520471556
815	0.07515778119
816	0.07514023199
817	0.07513139856
818	0.07509838795
819	0.07505352946
820	0.07505258022
821	0.07498668425
822	0.07494732659
823	0.07489823522
824	0.07487574158
825	0.07486474848
826	0.07484308112
827	0.07482052917
828	0.07478089071
829	0.07470993962
830	0.07465827526
831	0.0745787698
832	0.07452670411
833	0.0744249309
834	0.07433835756
835	0.07426215987
836	0.0741985424
837	0.07413180057
838	0.07411931413
839	0.07402076346
840	0.07400226037
841	0.07396974436
842	0.07395812878
843	0.07395176339
844	0.07387898954
845	0.07384022446
846	0.07378588231
847	0.07371876248
848	0.07367453769
849	0.07363196402
850	0.07362394479
851	0.07358390226
852	0.07357849533
853	0.07355365442
854	0.07349785367
855	0.07346416012
856	0.07342434468
857	0.07341590129
858	0.07335248044
859	0.0733064444
860	0.07329859731
861	0.07320570795
862	0.07315264422
863	0.07312411173
864	0.07310272018
865	0.07303221809
866	0.07298064437
867	0.07289879549
868	0.07285962204
869	0.07281821769
870	0.07281513942
871	0.07279502968
872	0.07274901573
873	0.07270631667
874	0.07263782134
875	0.07254225256
876	0.07251310536
877	0.0724797431
878	0.072428916
879	0.07236895178
880	0.07234225664
881	0.07233197923
882	0.07228695344
883	0.07227018164
884	0.07223062617
885	0.07218924718
886	0.07218659703
887	0.07215830761
888	0.07213703207
889	0.0720879914
890	0.07207678926
891	0.07204650623
892	0.07199681705
893	0.07195810283
894	0.07195532051
895	0.07186718352
896	0.07180674177
897	0.07179582288
898	0.07174349767
899	0.07172194982
900	0.07167453921
901	0.07166650303
902	0.07166255189
903	0.0715967306
904	0.07153428943
905	0.07148482372
906	0.07145640439
907	0.07142969439
908	0.07140389958
909	0.07139894517
910	0.07139536894
911	0.07136313032
912	0.07128794838
913	0.07127268282
914	0.07119549228
915	0.07113345182
916	0.07105869181
917	0.07105701548
918	0.07098545095
919	0.07097836069
920	0.07095164533
921	0.07094504914
922	0.07090606849
923	0.0708714946
924	0.07085987411
925	0.07082544702
926	0.0707941074
927	0.07077283116
928	0.07072410739
929	0.0706729236
930	0.07065944989
931	0.07058682276
932	0.07050467611
933	0.07044875937
934	0.07036517328
935	0.07033803555
936	0.07033399148
937	0.07032471463
938	0.07022746809
939	0.07019388886
940	0.07014332257
941	0.07010179707
942	0.07003645861
943	0.06994133597
944	0.06991569458
945	0.06988095675
946	0.0698174625
947	0.06976877231
948	0.06974882883
949	0.06974558023
950	0.06969190648
951	0.06958582875
952	0.06951721597
953	0.06946411837
954	0.06943509205
955	0.0693736979
956	0.06934334161
957	0.06929103957
958	0.06925490407
959	0.06919940593
960	0.06915915676
961	0.0691192145
962	0.06908237326
963	0.06904790189
964	0.06902752419
965	0.068971627
966	0.06890782957
967	0.06889321442
968	0.06886710417
969	0.06884284696
970	0.06879901568
971	0.06877329863
972	0.06872192544
973	0.06871529772
974	0.06870061406
975	0.06865314052
976	0.06862852878
977	0.06860429235
978	0.06853990784
979	0.0684805297
980	0.06845797977
981	0.06843091503
982	0.06837069548
983	0.06833725858
984	0.06830182797
985	0.06826781001
986	0.06821079775
987	0.06817679488
988	0.0681049661
989	0.06805894545
990	0.06803406523
991	0.06799981595
992	0.06795358817
993	0.06791486926
994	0.06789325447
995	0.06784031463
996	0.06780903058
997	0.06777208648
998	0.06774165861
999	0.06768143356
1000	0.0676504037
1001	0.06763865113
1002	0.06760060749
1003	0.06758993946
1004	0.06756176722
1005	0.06755450955
1006	0.0675358175
1007	0.06749753615
1008	0.06746497555
1009	0.06743415782
1010	0.06738144209
1011	0.06734747708
1012	0.06730516859
1013	0.06728248013
1014	0.06727159557
1015	0.06723010961
1016	0.06720191751
1017	0.06714470308
1018	0.06705628182
1019	0.06704609564
1020	0.0670083136
1021	0.06697343844
1022	0.06691594077
1023	0.06687181894
1024	0.06684679521
1025	0.06681944975
1026	0.06680215819
1027	0.06677954653
1028	0.06676378062
1029	0.06672824342
1030	0.06669698515
1031	0.06668520333
1032	0.06665349421
1033	0.06663480518
1034	0.06658739804
1035	0.06655716393
1036	0.06651008498
1037	0.066449782
1038	0.06643247519
1039	0.06638346843
1040	0.06634205039
1041	0.06629276227
1042	0.06627839492
1043	0.06627544981
1044	0.0662541826
1045	0.06623215895
1046	0.06621667142
1047	0.06616704774
1048	0.06614702101
1049	0.06612904871
1050	0.06608729962
1051	0.06607456319
1052	0.0660541313
1053	0.06600216469
1054	0.06598645069
1055	0.06596808436
1056	0.06590319089
1057	0.06585405558
1058	0.06580056211
1059	0.06576330444
1060	0.06572077197
1061	0.06569757351
1062	0.06567149864
1063	0.06562560319
1064	0.06559376329
1065	0.06554879942
1066	0.06554249243
1067	0.06553209503
1068	0.06546845738
1069	0.06543744066
1070	0.06542112425
1071	0.06537283406
1072	0.06536828548
1073	0.06535130597
1074	0.06531597134
1075	0.06529787149
1076	0.06525491877
1077	0.06519042957
1078	0.06514153558
1079	0.06510391357
1080	0.06508942785
1081	0.06503781559
1082	0.0650048436
1083	0.06495895325
1084	0.06495465972
1085	0.0649203617
1086	0.06491186621
1087	0.06486640174
1088	0.06482775164
1089	0.06476957999
1090	0.06470569751
1091	0.06468340669
1092	0.06460566397
1093	0.06456145228
1094	0.06453815434
1095	0.06449960168
1096	0.06446834043
1097	0.06444923632
1098	0.06442482347
1099	0.06435325745
1100	0.06433664586
1101	0.06433448915
1102	0.06431851586
1103	0.06430880957
1104	0.06425703568
1105	0.06421772057
1106	0.06418042068
1107	0.06412913329
1108	0.06409550709
1109	0.064079233
1110	0.06403929773
1111	0.06401819319
1112	0.0640120022
1113	0.06397678292
1114	0.06391614126
1115	0.06391180053
1116	0.06388198349
1117	0.06384211858
1118	0.0638107565
1119	0.06376611371
1120	0.06375783395
1121	0.06372950728
1122	0.06369885562
1123	0.06363217296
1124	0.06362349439
1125	0.06357730785
1126	0.06356435261
1127	0.06354452157
1128	0.06353264759
1129	0.0634975531
1130	0.0634949464
1131	0.06346589931
1132	0.06346491598
1133	0.06344359388
1134	0.06342566079
1135	0.06338043648
1136	0.06336582179
1137	0.06334000531
1138	0.06332169506
1139	0.06327204015
1140	0.06325741615
1141	0.06321820986
1142	0.06317261273
1143	0.06312454754
1144	0.06308420962
1145	0.06303773576
1146	0.06299595044
1147	0.06294399722
1148	0.06289922659
1149	0.0628267644
1150	0.06279514257
1151	0.06276062875
1152	0.06273909914
1153	0.0627339923
1154	0.06271725483
1155	0.06268638773
1156	0.06263402509
1157	0.06259000907
1158	0.06254675341
1159	0.0624662876
1160	0.06241674553
1161	0.06238150033
1162	0.06237429684
1163	0.06236099758
1164	0.06232354773
1165	0.06231966444
1166	0.06228140768
1167	0.06225770386
1168	0.06224171357
1169	0.06221455819
1170	0.06215943897
1171	0.06215545401
1172	0.06213627199
1173	0.06206820285
1174	0.06201053964
1175	0.06195245264
1176	0.06193808479
1177	0.06192610272
1178	0.06191148901
1179	0.06185978116
1180	0.06184840433
1181	0.06180795377
1182	0.06180317965
1183	0.06175684561
1184	0.06172831415
1185	0.06170174266
1186	0.06169822152
1187	0.06167116536
1188	0.06160734583
1189	0.0615690014
1190	0.06154620396
1191	0.06150479748
1192	0.06149642724
1193	0.06148375071
1194	0.06144971642
1195	0.06141562465
1196	0.06139907417
1197	0.06138138243
1198	0.06137479773
1199	0.06135224449
1200	0.06133068563
1201	0.06127135746
1202	0.06126894941
1203	0.06125813595
1204	0.06124262569
1205	0.06117665512
1206	0.06114840091
1207	0.06109045708
1208	0.06103055986
1209	0.06099385293
1210	0.06095536244
1211	0.06093247214
1212	0.06090039185
1213	0.06086551692
1214	0.06086314875
1215	0.06080480519
1216	0.06079565896
1217	0.06078255283
1218	0.06073465403
1219	0.06070821899
1220	0.06069540218
1221	0.06064924091
1222	0.06062513532
1223	0.06060639809
1224	0.06060008851
1225	0.06059562879
1226	0.06058101538
1227	0.06054218472
1228	0.06052228035
1229	0.06047534092
1230	0.06043805897
1231	0.06041918883
1232	0.06040657506
1233	0.06040131133
1234	0.06039169242
1235	0.06038201589
1236	0.06036740483
1237	0.0603437897
1238	0.06032019364
1239	0.06031183439
1240	0.0602558477
1241	0.06023707845
1242	0.06020599605
1243	0.06016205385
1244	0.06010269253
1245	0.06006762237
1246	0.06003754863
1247	0.06000356739
1248	0.05992102374
1249	0.05988237284
1250	0.05985269141
1251	0.05982226887
1252	0.05979468702
1253	0.0597599258
1254	0.05974079332
1255	0.0597155282
1256	0.05969052736
1257	0.05968678275
1258	0.05963461858
1259	0.05959912827
1260	0.05957200336
1261	0.05956731258
1262	0.05955876161
1263	0.05952333403
1264	0.05949487982
1265	0.05947401617
1266	0.05942392035
1267	0.05941838053
1268	0.05938905421
1269	0.05935030586
1270	0.05930899314
1271	0.0592944759
1272	0.05926277911
1273	0.05923917077
1274	0.05917781478
1275	0.05912250973
1276	0.05905152924
1277	0.05901796184
1278	0.05897755353
1279	0.0589673487
1280	0.05893883606
1281	0.05891250984
1282	0.05887948452
1283	0.05887596359
1284	0.05881454172
1285	0.05878791876
1286	0.05873875193
1287	0.05872982446
1288	0.0586856179
1289	0.05863340686
1290	0.05861844444
1291	0.05857324839
1292	0.05852269259
1293	0.05850485651
1294	0.05848603364
1295	0.05848215064
1296	0.05847854649
1297	0.0584662356
1298	0.0584145011
1299	0.05839914281
1300	0.05835248912
1301	0.05831474743
1302	0.05828030852
1303	0.05822909723
1304	0.0581719329
1305	0.05815640851
1306	0.05811387396
1307	0.0580995628
1308	0.05805308163
1309	0.05801788369
1310	0.05799434934
1311	0.05799103777
1312	0.05794833883
1313	0.05792303229
1314	0.05789781484
1315	0.05787401023
1316	0.05785310636
1317	0.05780939759
1318	0.05777748837
1319	0.05773463477
1320	0.05768641966
1321	0.05762520166
1322	0.05762314557
1323	0.05758939346
1324	0.05755788386
1325	0.05752205233
1326	0.05749055704
1327	0.05747328833
1328	0.05746749315
1329	0.05742938656
1330	0.05738040384
1331	0.05737174118
1332	0.05734189363
1333	0.05730230364
1334	0.05723938016
1335	0.05720098406
1336	0.05715303798
1337	0.05711054137
1338	0.05709062094
1339	0.05705967075
1340	0.0570355193
1341	0.0570080741
1342	0.05696964026
1343	0.05691699933
1344	0.0568884346
1345	0.0568716621
1346	0.05684180989
1347	0.05681408804
1348	0.05675993724
1349	0.05672621949
1350	0.05670713129
1351	0.05666456758
1352	0.05666110764
1353	0.05661491801
1354	0.05660061353
1355	0.05655312798
1356	0.05655079607
1357	0.05654186845
1358	0.05653304912
1359	0.05648873564
1360	0.05645869188
1361	0.05645491827
1362	0.05644709835
1363	0.05642252849
1364	0.05637966795
1365	0.05635855177
1366	0.05634963506
1367	0.0563356426
1368	0.05630637646
1369	0.05628494075
1370	0.05622699869
1371	0.05617807974
1372	0.05615003603
1373	0.05612826324
1374	0.05611484727
1375	0.0560775574
1376	0.05605018422
1377	0.05601452016
1378	0.05600181143
1379	0.05596599208
1380	0.05594056809
1381	0.05591506889
1382	0.05591168684
1383	0.0558996837
1384	0.05586628688
1385	0.05580290778
1386	0.05578881864
1387	0.05576698028
1388	0.05574020403
1389	0.05572924202
1390	0.0557060477
1391	0.05568993764
1392	0.05564251958
1393	0.05559095877
1394	0.05555165363
1395	0.05551325432
1396	0.05549160508
1397	0.05548979776
1398	0.05544306073
1399	0.05541012067
1400	0.0553865652
1401	0.05535407317
1402	0.05531579216
1403	0.05524873678
1404	0.0552291315
1405	0.05520259304
1406	0.05516534039
1407	0.0551575426
1408	0.05513842458
1409	0.05512850346
1410	0.05509002761
1411	0.05507367492
1412	0.05503286032
1413	0.05502288631
1414	0.05501559031
1415	0.05497534727
1416	0.05495606807
1417	0.05493812799
1418	0.05491806492
1419	0.05489619964
1420	0.05488919472
1421	0.0548465787
1422	0.05480136265
1423	0.05475325961
1424	0.05470421349
1425	0.05467071349
1426	0.05463841118
1427	0.05462371959
1428	0.05462101568
1429	0.05459197541
1430	0.05457153098
1431	0.05455630039
1432	0.0545388844
1433	0.05452040359
1434	0.05451660574
1435	0.05449562888
1436	0.05445711531
1437	0.05444547559
1438	0.05442039672
1439	0.05439381037
1440	0.05437093418
1441	0.05432349558
1442	0.05431738138
1443	0.05429945361
1444	0.05427568239
1445	0.05427441263
1446	0.05424691036
1447	0.0542225423
1448	0.05420955275
1449	0.05417276124
1450	0.05413462105
1451	0.05411653813
1452	0.05409529821
1453	0.05408624005
1454	0.05405242208
1455	0.05403459211
1456	0.05402173383
1457	0.0539967483
1458	0.05397568903
1459	0.05394343367
1460	0.05391464595
1461	0.05388365255
1462	0.05384329653
1463	0.05382411014
1464	0.05377976625
1465	0.05371862344
1466	0.05366832328
1467	0.05362779106
1468	0.05361004385
1469	0.05358160774
1470	0.0535691944
1471	0.05355806666
1472	0.05352163296
1473	0.05349900748
1474	0.05348710412
1475	0.05345108145
1476	0.05341374667
1477	0.05337279532
1478	0.05335313379
1479	0.05332202443
1480	0.0532919366
1481	0.05327248182
1482	0.05326433438
1483	0.0532442041
1484	0.05322288398
1485	0.05320245229
1486	0.0531792111
1487	0.0531764709
1488	0.05313862501
1489	0.05310945414
1490	0.05310468418
1491	0.05304852567
1492	0.05302619571
1493	0.05302219774
1494	0.05299337114
1495	0.05297417937
1496	0.0529312069
1497	0.05290505644
1498	0.0529000743
1499	0.05289187868
1500	0.05286647328
