iter	RMSE
1501	0.05284626624
1502	0.05281542514
1503	0.05281243855
1504	0.05280843694
1505	0.05277699374
1506	0.05271403696
1507	0.05265228146
1508	0.05262303892
1509	0.05260879744
1510	0.05259678508
1511	0.0525554983
1512	0.05254373662
1513	0.0525204896
1514	0.05248565917
1515	0.0524413864
1516	0.05243991502
1517	0.05242472431
1518	0.05240098651
1519	0.05237198803
1520	0.05235172951
1521	0.05232389968
1522	0.05230399085
1523	0.05229569294
1524	0.05228694182
1525	0.05224837246
1526	0.05222269176
1527	0.05220467517
1528	0.05218106818
1529	0.05217821777
1530	0.05214139131
1531	0.05212956484
1532	0.05212101297
1533	0.05209799297
1534	0.05204499549
1535	0.05203357871
1536	0.05201261274
1537	0.05199748139
1538	0.05197440873
1539	0.05196891353
1540	0.05194274538
1541	0.05192350245
1542	0.05188827991
1543	0.05184142311
1544	0.05181906313
1545	0.05180253797
1546	0.05179648938
1547	0.05177380092
1548	0.05176740862
1549	0.05175315886
1550	0.05174097294
1551	0.05173346356
1552	0.05172602816
1553	0.05168334142
1554	0.05164780634
1555	0.05163482082
1556	0.05163236638
1557	0.05162833081
1558	0.05159888175
1559	0.05157546891
1560	0.05157030351
1561	0.05156912361
1562	0.05152797222
1563	0.05149608666
1564	0.05147535646
1565	0.0514505964
1566	0.0514250221
1567	0.05140348435
1568	0.05138830331
1569	0.05138507618
1570	0.05135000968
1571	0.05133868164
1572	0.05129487347
1573	0.05129199079
1574	0.05126723782
1575	0.05125623561
1576	0.05125063783
1577	0.0512236614
1578	0.05119035764
1579	0.05115408176
1580	0.05111617591
1581	0.05110343141
1582	0.05108534209
1583	0.05105933737
1584	0.05104179265
1585	0.0509928666
1586	0.05098054422
1587	0.05096006682
1588	0.050922992
1589	0.05089796562
1590	0.05087968492
1591	0.05084871937
1592	0.05081154482
1593	0.05078482015
1594	0.05075159823
1595	0.05071092791
1596	0.0506991895
1597	0.0506819875
1598	0.05067871765
1599	0.05067444388
1600	0.05067010594
1601	0.05065645571
1602	0.05062737956
1603	0.05060347803
1604	0.05059651702
1605	0.05058364641
1606	0.05057566224
1607	0.05056463047
1608	0.05053355715
1609	0.05048966561
1610	0.05048553493
1611	0.05048439224
1612	0.05046047076
1613	0.05045455645
1614	0.05039833686
1615	0.05035782513
1616	0.05033102424
1617	0.05031902641
1618	0.050304179
1619	0.0502868196
1620	0.05025960701
1621	0.05024522146
1622	0.05019882598
1623	0.05018037517
1624	0.05016723835
1625	0.05016562424
1626	0.05011338275
1627	0.05009847686
1628	0.05009332096
1629	0.05006362166
1630	0.05003650797
1631	0.05003325311
1632	0.05002286628
1633	0.05001592517
1634	0.04999725037
1635	0.04996396973
1636	0.04994726019
1637	0.04994454517
1638	0.04992229314
1639	0.04990952422
1640	0.04989514177
1641	0.04987769354
1642	0.0498519709
1643	0.04983987011
1644	0.04983590171
1645	0.04981341213
1646	0.04978740537
1647	0.04975312032
1648	0.04974565912
1649	0.04972015605
1650	0.04970741784
1651	0.04969335622
1652	0.04967523215
1653	0.04966933954
1654	0.04965845029
1655	0.04965091784
1656	0.04963271498
1657	0.04962339629
1658	0.04962143833
1659	0.04959901915
1660	0.04959445856
1661	0.04957477649
1662	0.0495463004
1663	0.04954488833
1664	0.04952607194
1665	0.04950994626
1666	0.04948662168
1667	0.04946098108
1668	0.04941410862
1669	0.04938954533
1670	0.04935670415
1671	0.04934068655
1672	0.04933067081
1673	0.04928100893
1674	0.04925657525
1675	0.04925200521
1676	0.04922894759
1677	0.04917831882
1678	0.04914633288
1679	0.04914226118
1680	0.04913949036
1681	0.04910027014
1682	0.04908092701
1683	0.04904097836
1684	0.0489735817
1685	0.04896102807
1686	0.04895773216
1687	0.0489456746
1688	0.04891919877
1689	0.04889249845
1690	0.04886920024
1691	0.04886573855
1692	0.04886150251
1693	0.04881722742
1694	0.04878546465
1695	0.04877050474
1696	0.04876760648
1697	0.04874746013
1698	0.04872515664
1699	0.04869851127
1700	0.04868331465
1701	0.0486720815
1702	0.04865468328
1703	0.04864097697
1704	0.04860900061
1705	0.04858327062
1706	0.04855774883
1707	0.04854436935
1708	0.0485381765
1709	0.04851357671
1710	0.04849787493
1711	0.04846293846
1712	0.04845848469
1713	0.04844902837
1714	0.04842929562
1715	0.04841879358
1716	0.04840611502
1717	0.04837717415
1718	0.04835200451
1719	0.04834713101
1720	0.0483425623
1721	0.04832644466
1722	0.04832298245
1723	0.04831252899
1724	0.04829671863
1725	0.04828011948
1726	0.04823634762
1727	0.0482316118
1728	0.04820944937
1729	0.04815185998
1730	0.04813492636
1731	0.04811714554
1732	0.04809763888
1733	0.04809059068
1734	0.04807731894
1735	0.0480731181
1736	0.04806909549
1737	0.04805681158
1738	0.04803506562
1739	0.04799903401
1740	0.04798619678
1741	0.04791508376
1742	0.04790410067
1743	0.04788132743
1744	0.047853415
1745	0.04785105655
1746	0.04781651822
1747	0.04780480244
1748	0.04779450865
1749	0.04777449658
1750	0.04772339799
1751	0.04770917022
1752	0.04769894236
1753	0.04768459127
1754	0.04766842986
1755	0.04766423037
1756	0.04766368845
1757	0.04764180876
1758	0.04762643562
1759	0.04760495791
1760	0.04757318367
1761	0.04756325105
1762	0.04754991765
1763	0.04753241248
1764	0.04752863931
1765	0.0475143079
1766	0.04750947492
1767	0.04749391087
1768	0.04747705702
1769	0.04742388369
1770	0.0474136393
1771	0.04738893012
1772	0.04736647793
1773	0.04736444531
1774	0.047336935
1775	0.04728167274
1776	0.04727561372
1777	0.04723890228
1778	0.04720365557
1779	0.04716069572
1780	0.04712483739
1781	0.04711572726
1782	0.04709849254
1783	0.04708650347
1784	0.04708497318
1785	0.04708204231
1786	0.04707783663
1787	0.04706364895
1788	0.04703637476
1789	0.04702549866
1790	0.04701430132
1791	0.04697756706
1792	0.04695862765
1793	0.04695646814
1794	0.04695423593
1795	0.04695169425
1796	0.04692916674
1797	0.04692538739
1798	0.04690315962
1799	0.04688763107
1800	0.04684917692
1801	0.04682775543
1802	0.04680741013
1803	0.04676900676
1804	0.04675978033
1805	0.04675809492
1806	0.0467555981
1807	0.04674889752
1808	0.04672859553
1809	0.04670285281
1810	0.04668456762
1811	0.04666603255
1812	0.04661747809
1813	0.04658484761
1814	0.04654425574
1815	0.04649736981
1816	0.04645396028
1817	0.04642444101
1818	0.04641780922
1819	0.04636568358
1820	0.04635116888
1821	0.04632833511
1822	0.04632669614
1823	0.04630823332
1824	0.04628400923
1825	0.04624998721
1826	0.04622911944
1827	0.0462231238
1828	0.04622064959
1829	0.0462004239
1830	0.04616109409
1831	0.04612976411
1832	0.04609984146
1833	0.04608691221
1834	0.04608603895
1835	0.04608187505
1836	0.04606450721
1837	0.04604576954
1838	0.04600139012
1839	0.04598188303
1840	0.04598061175
1841	0.04597873013
1842	0.04595503168
1843	0.04594791488
1844	0.04593133427
1845	0.04592902257
1846	0.04592194879
1847	0.04590543348
1848	0.04588330897
1849	0.04587304458
1850	0.04587216957
1851	0.04583430027
1852	0.04583222651
1853	0.04580625836
1854	0.04580131305
1855	0.04579886413
1856	0.04579479317
1857	0.04578717931
1858	0.0457840515
1859	0.04577803753
1860	0.04574881164
1861	0.04573983071
1862	0.04571860228
1863	0.04571330954
1864	0.04569309455
1865	0.04567854945
1866	0.04565959606
1867	0.04564433832
1868	0.04563275622
1869	0.04560333299
1870	0.04556869317
1871	0.04554361284
1872	0.04553711376
1873	0.04553004523
1874	0.04552033089
1875	0.04548721912
1876	0.04548173322
1877	0.04545331467
1878	0.04543446202
1879	0.04542154276
1880	0.04540468599
1881	0.04539506103
1882	0.04539079019
1883	0.04535870626
1884	0.04531742809
1885	0.04531522101
1886	0.04529561595
1887	0.0452765444
1888	0.04526139598
1889	0.04523432483
1890	0.04522558001
1891	0.04521628548
1892	0.04520397747
1893	0.04520322763
1894	0.0451727739
1895	0.04515787943
1896	0.04514944003
1897	0.04512654524
1898	0.04510006045
1899	0.04508154491
1900	0.04505540738
1901	0.04503189699
1902	0.04502801968
1903	0.04501142748
1904	0.04499368009
1905	0.044948758
1906	0.0449377158
1907	0.0449227923
1908	0.04488494063
1909	0.04488024935
1910	0.04487484635
1911	0.04486118047
1912	0.04483727673
1913	0.04481133715
1914	0.04479790171
1915	0.04476350258
1916	0.04476302772
1917	0.04475169332
1918	0.04475128724
1919	0.04470967704
1920	0.0446855452
1921	0.04466200245
1922	0.04463131113
1923	0.04461432011
1924	0.04459520363
1925	0.0445900478
1926	0.04457073719
1927	0.04456085202
1928	0.04455119567
1929	0.04454997434
1930	0.04454912314
1931	0.04454850924
1932	0.04451041062
1933	0.04450988196
1934	0.04450102589
1935	0.0444857464
1936	0.04447286475
1937	0.04445421346
1938	0.04445230448
1939	0.04443979534
1940	0.04443824544
1941	0.04442744111
1942	0.04441135024
1943	0.04438778923
1944	0.04436470514
1945	0.04434994797
1946	0.0443329558
1947	0.0443064152
1948	0.04430019443
1949	0.04428552063
1950	0.04428215238
1951	0.04423477345
1952	0.04420197191
1953	0.04416696123
1954	0.04415458465
1955	0.04414515911
1956	0.04413116712
1957	0.04412350995
1958	0.04411613997
1959	0.04410975707
1960	0.04408687865
1961	0.04408630152
1962	0.04406091392
1963	0.04404801413
1964	0.044029363
1965	0.04402872519
1966	0.04402366303
1967	0.04401726322
1968	0.04398227061
1969	0.04396524783
1970	0.0439637513
1971	0.04396167045
1972	0.0439373247
1973	0.04393345567
1974	0.04391293322
1975	0.04390101386
1976	0.04387629557
1977	0.04387133516
1978	0.04386465457
1979	0.04386143089
1980	0.04385611416
1981	0.04385162649
1982	0.04385032263
1983	0.04381059994
1984	0.04380261118
1985	0.04380104562
1986	0.04379714714
1987	0.04378081234
1988	0.04378001655
1989	0.04377950194
1990	0.04375497393
1991	0.04375312966
1992	0.04373054321
1993	0.04368658244
1994	0.04367899008
1995	0.04365247474
1996	0.04365025912
1997	0.04364960928
1998	0.0436482142
1999	0.04363599662
2000	0.0436328001
2001	0.04363182981
2002	0.04362861372
2003	0.043602198
2004	0.04360133765
2005	0.04358635064
2006	0.04358569984
2007	0.04357450558
2008	0.04357287267
2009	0.04355112439
2010	0.04353773008
2011	0.04352745747
2012	0.04352611116
2013	0.0435160594
2014	0.04350792237
2015	0.04349852132
2016	0.04347439282
2017	0.04344546552
2018	0.04344509613
2019	0.04343140774
2020	0.04342825765
2021	0.04341657758
2022	0.04338721696
2023	0.04336500682
2024	0.04335580629
2025	0.04332625043
2026	0.04332425738
2027	0.04330693257
2028	0.04328018942
2029	0.04325229781
2030	0.04324189124
2031	0.04323950917
2032	0.04321981288
2033	0.04316766593
2034	0.04316655026
2035	0.04316587234
2036	0.04315791634
2037	0.04312893179
2038	0.0431235115
2039	0.04310553427
2040	0.04309646606
2041	0.04309404035
2042	0.04309265079
2043	0.04309060411
2044	0.04308191604
2045	0.04306653795
2046	0.04306181086
2047	0.04304839351
2048	0.04303676211
2049	0.04302705868
2050	0.04300050867
2051	0.04298255647
2052	0.04297027522
2053	0.04296504919
2054	0.0429430907
2055	0.04291862243
2056	0.04288323271
2057	0.04280901686
2058	0.04276782279
2059	0.04274718031
2060	0.04273183502
2061	0.04272187681
2062	0.04270167055
2063	0.04267635512
2064	0.04265372205
2065	0.04263576594
2066	0.04262691387
2067	0.04260336492
2068	0.0425952632
2069	0.04259356173
2070	0.04258348124
2071	0.04254171805
2072	0.04252840822
2073	0.04249692232
2074	0.04249380058
2075	0.04247787624
2076	0.0424556859
2077	0.04243903463
2078	0.04239464122
2079	0.04236540488
2080	0.04234692413
2081	0.04231344754
2082	0.04229454973
2083	0.04227521402
2084	0.0422707075
2085	0.04224277606
2086	0.04223609801
2087	0.04220100805
2088	0.04217446949
2089	0.04215030724
2090	0.04214776284
2091	0.04213697071
2092	0.04211946197
2093	0.04210461208
2094	0.04210309073
2095	0.04207908693
2096	0.04203692556
2097	0.04203143507
2098	0.04201237021
2099	0.04199829247
2100	0.04197235497
2101	0.04195455584
2102	0.04195115455
2103	0.04193365197
2104	0.04191423887
2105	0.04190038874
2106	0.04188115699
2107	0.04188075235
2108	0.0418652134
2109	0.04184888432
2110	0.04183436296
2111	0.04182980039
2112	0.04181202709
2113	0.04179794608
2114	0.04177652091
2115	0.04173999745
2116	0.0417090642
2117	0.04170323645
2118	0.04168279033
2119	0.04166016198
2120	0.04165788464
2121	0.04160431374
2122	0.04158029422
2123	0.04156435012
2124	0.04155206763
2125	0.04154138039
2126	0.04152207805
2127	0.04149409969
2128	0.04148613347
2129	0.04147288098
2130	0.04146104571
2131	0.04144737723
2132	0.04144628091
2133	0.0414320472
2134	0.04139896826
2135	0.04137618397
2136	0.04136063316
2137	0.04135114146
2138	0.04133678475
2139	0.04132786816
2140	0.04132381463
2141	0.04129927759
2142	0.0412956858
2143	0.04128067564
2144	0.04127185259
2145	0.04125899342
2146	0.04125728895
2147	0.04123845034
2148	0.04123779542
2149	0.0412328485
2150	0.04123188191
2151	0.0412255817
2152	0.04121273553
2153	0.04120525008
2154	0.04120488468
2155	0.04118907831
2156	0.04116682396
2157	0.04113567797
2158	0.04112914585
2159	0.04111441388
2160	0.04110969473
2161	0.04108404989
2162	0.04105572546
2163	0.04104367002
2164	0.04102381442
2165	0.04100393825
2166	0.0409801223
2167	0.04096906464
2168	0.04095120932
2169	0.04093808908
2170	0.0409360372
2171	0.04093333786
2172	0.04092012299
2173	0.04090092488
2174	0.04089303826
2175	0.04088184168
2176	0.04088041268
2177	0.04087525053
2178	0.04085982751
2179	0.04085022812
2180	0.04084205344
2181	0.04082870642
2182	0.04081397792
2183	0.04080680824
2184	0.04078969536
2185	0.04078888355
2186	0.04078808577
2187	0.04077901424
2188	0.04076384455
2189	0.0407593782
2190	0.04075799261
2191	0.04074156506
2192	0.04074060098
2193	0.04071674532
2194	0.04070064956
2195	0.04069781597
2196	0.0406964844
2197	0.04069357866
2198	0.04068285499
2199	0.04067176611
2200	0.04064458569
2201	0.04063672385
2202	0.04062347699
2203	0.04061654493
2204	0.04060445681
2205	0.04059829089
2206	0.04059617678
2207	0.04058146317
2208	0.0405796935
2209	0.04057847788
2210	0.04056461941
2211	0.04050887085
2212	0.04048098799
2213	0.04047919165
2214	0.04046133245
2215	0.040438051
2216	0.04042837825
2217	0.04042742521
2218	0.04042578331
2219	0.04041936756
2220	0.04041710653
2221	0.04040989962
2222	0.04038668789
2223	0.04038527651
2224	0.04037924216
2225	0.04034752104
2226	0.04033624555
2227	0.04033347019
2228	0.04031146256
2229	0.04029647242
2230	0.04029562579
2231	0.04029434634
2232	0.04029081445
2233	0.04023910234
2234	0.04022443337
2235	0.04022045642
2236	0.04019011558
2237	0.04018183632
2238	0.04017178338
2239	0.04015104041
2240	0.04012498746
2241	0.04010620024
2242	0.04009083591
2243	0.04006264465
2244	0.04003936427
2245	0.04002820191
2246	0.04001743258
2247	0.04000311233
2248	0.03999302309
2249	0.03997488897
2250	0.03995620142
2251	0.03993390347
2252	0.03991240772
2253	0.03989863721
2254	0.03988360033
2255	0.03984289939
2256	0.03982990348
2257	0.03981697913
2258	0.03980777635
2259	0.03978265262
2260	0.03977477513
2261	0.03976077277
2262	0.03976004796
2263	0.03973540858
2264	0.03973318374
2265	0.03970688213
2266	0.03970072877
2267	0.03968984861
2268	0.03968727097
2269	0.03967666428
2270	0.03967530871
2271	0.039670068
2272	0.03966066487
2273	0.03964831197
2274	0.03962646581
2275	0.03960074898
2276	0.03959957926
2277	0.03959439995
2278	0.03959328914
2279	0.03957470809
2280	0.03954833972
2281	0.03952869925
2282	0.03949261228
2283	0.03948706202
2284	0.03947624008
2285	0.03943865594
2286	0.03941349456
2287	0.03937802432
2288	0.03937685136
2289	0.0393570711
2290	0.03934552992
2291	0.03933084465
2292	0.03931445701
2293	0.03930980267
2294	0.03930175117
2295	0.03926924034
2296	0.03926152143
2297	0.03925751961
2298	0.03923946778
2299	0.03923726493
2300	0.03922224856
2301	0.03922079338
2302	0.03919715829
2303	0.0391856518
2304	0.03917568689
2305	0.03917270276
2306	0.03916899727
2307	0.03914299521
2308	0.03914203277
2309	0.03914034765
2310	0.03910384901
2311	0.0391017176
2312	0.03909439714
2313	0.03908924495
2314	0.03907760277
2315	0.03905193938
2316	0.03903829457
2317	0.03901914207
2318	0.03899768812
2319	0.03898497721
2320	0.03895385422
2321	0.03894669452
2322	0.03894571017
2323	0.03893251377
2324	0.03891160517
2325	0.03889364905
2326	0.03888712924
2327	0.03888525374
2328	0.03887446534
2329	0.03886321381
2330	0.03885229465
2331	0.03883327895
2332	0.03882075828
2333	0.03878416874
2334	0.03876779279
2335	0.03875746054
2336	0.03873703536
2337	0.03872365204
2338	0.038705014
2339	0.03867942367
2340	0.03867447157
2341	0.03866677469
2342	0.03864687293
2343	0.03864167469
2344	0.03862788935
2345	0.03861826869
2346	0.03860063095
2347	0.03860023862
2348	0.03857680474
2349	0.03856600724
2350	0.03853602679
2351	0.03853198915
2352	0.03851613908
2353	0.03851491697
2354	0.03850200706
2355	0.03846143523
2356	0.03844843668
2357	0.03844389095
2358	0.0384404732
2359	0.03842294308
2360	0.03841115338
2361	0.03839560476
2362	0.03839137608
2363	0.03836384686
2364	0.03835703897
2365	0.03835187707
2366	0.0383404752
2367	0.03833834457
2368	0.03830901673
2369	0.03830776839
2370	0.03828908712
2371	0.03826493834
2372	0.03824062171
2373	0.03821477303
2374	0.03821297801
2375	0.0381742851
2376	0.03816656168
2377	0.03813517602
2378	0.03808245256
2379	0.03806848459
2380	0.03806646276
2381	0.03805174162
2382	0.03801577062
2383	0.03798092556
2384	0.03796578739
2385	0.03795993169
2386	0.03795805994
2387	0.03792624672
2388	0.03790262479
2389	0.03789313855
2390	0.03787562529
2391	0.03787138303
2392	0.03786116318
2393	0.03783608441
2394	0.03783259137
2395	0.03782738953
2396	0.03781779468
2397	0.03781530123
2398	0.03779321052
2399	0.03778320011
2400	0.0377816625
2401	0.03776162013
2402	0.03775051547
2403	0.03774848542
2404	0.03772769588
2405	0.03771628969
2406	0.03771562825
2407	0.03769990511
2408	0.03769651396
2409	0.03767980789
2410	0.03767719952
2411	0.03766505429
2412	0.03764051223
2413	0.03764006098
2414	0.03762938338
2415	0.03760721899
2416	0.03755918148
2417	0.03752257431
2418	0.03751363713
2419	0.03748355191
2420	0.03746737
2421	0.0374654943
2422	0.03746267911
2423	0.03744901916
2424	0.03744734278
2425	0.03742874993
2426	0.03742387727
2427	0.03741739092
2428	0.0373972039
2429	0.03738656422
2430	0.03737633786
2431	0.03737170484
2432	0.03737116562
2433	0.03736735932
2434	0.0373315698
2435	0.03732895035
2436	0.03731776074
2437	0.03730729188
2438	0.03730014922
2439	0.03727640562
2440	0.03727112164
2441	0.03724800624
2442	0.03723845767
2443	0.03721356529
2444	0.03719922703
2445	0.0371982427
2446	0.03716199979
2447	0.03714694357
2448	0.03713238178
2449	0.03710297338
2450	0.03709611062
2451	0.03709590316
2452	0.03708064562
2453	0.03706981785
2454	0.03705276939
2455	0.03704288046
2456	0.03704022331
2457	0.0370392317
2458	0.03702926449
2459	0.03701409362
2460	0.03700291234
2461	0.03700167232
2462	0.03699442968
2463	0.03698702166
2464	0.03695335436
2465	0.03690541341
2466	0.0368946954
2467	0.03689082661
2468	0.03688734181
2469	0.03688592297
2470	0.03688330076
2471	0.03687349953
2472	0.0368624328
2473	0.03685554672
2474	0.03685072197
2475	0.0368304319
2476	0.03680507932
2477	0.03678753905
2478	0.03677218629
2479	0.03676182819
2480	0.03675216036
2481	0.03674509197
2482	0.03674172577
2483	0.03673243418
2484	0.03671963853
2485	0.03671822959
2486	0.03670874016
2487	0.03668713019
2488	0.03666522937
2489	0.03665995174
2490	0.03663647734
2491	0.03661428667
2492	0.03659905428
2493	0.0365808983
2494	0.03656282982
2495	0.03654638666
2496	0.0365023118
2497	0.0365020243
2498	0.03648592735
2499	0.03647623792
2500	0.03646595748
2501	0.03645635436
2502	0.03642034697
2503	0.03639987707
2504	0.03639686822
2505	0.03639578055
2506	0.03636603482
2507	0.03636487076
2508	0.03635783891
2509	0.03635660154
2510	0.0363326095
2511	0.03630108412
2512	0.03629733351
2513	0.0362789915
2514	0.03625940357
2515	0.03625582404
2516	0.03624280267
2517	0.0362290712
2518	0.03621156414
2519	0.03620180703
2520	0.03617516974
2521	0.03615565379
2522	0.03614266582
2523	0.03613956152
2524	0.03613390241
2525	0.0361271073
2526	0.03611455017
2527	0.0360915237
2528	0.03607848584
2529	0.03607741606
2530	0.03606663725
2531	0.03605753876
2532	0.03603348949
2533	0.03602659724
2534	0.03600708259
2535	0.03599194328
2536	0.03598326757
2537	0.03598266084
2538	0.03598055936
2539	0.03596149335
2540	0.03595146604
2541	0.03593514389
2542	0.03593377276
2543	0.03593267882
2544	0.03592653246
2545	0.03592499697
2546	0.03592233719
2547	0.03590950937
2548	0.03587366234
2549	0.03586961215
2550	0.03586873743
2551	0.03585181908
2552	0.03582987043
2553	0.0358080176
2554	0.03580116648
2555	0.03580082909
2556	0.03579346598
2557	0.03578506578
2558	0.03578139606
2559	0.03578031867
2560	0.03577146891
2561	0.03574309825
2562	0.0357424533
2563	0.035741572
2564	0.03574068681
2565	0.03572903473
2566	0.03571952191
2567	0.03570602452
2568	0.03568618142
2569	0.03567943031
2570	0.03566647358
2571	0.03564998001
2572	0.03564920152
2573	0.0356367586
2574	0.03563360944
2575	0.03563341538
2576	0.03561616151
2577	0.03561066712
2578	0.0356098565
2579	0.03560184403
2580	0.03560063296
2581	0.0355727279
2582	0.03556819958
2583	0.0355427152
2584	0.03551288713
2585	0.03550890492
2586	0.03548500037
2587	0.03546056056
2588	0.03544808628
2589	0.03543438076
2590	0.03542661503
2591	0.03542442948
2592	0.03542325452
2593	0.0354224605
2594	0.03539547867
2595	0.03536822008
2596	0.03535764106
2597	0.03533966223
2598	0.03533788257
2599	0.03533673914
2600	0.03533639313
2601	0.03532838949
2602	0.03532067777
2603	0.03530751553
2604	0.03530605014
2605	0.03529682611
2606	0.03528568101
2607	0.03527516054
2608	0.03527176336
2609	0.03525876708
2610	0.03524599931
2611	0.03522474843
2612	0.03521429765
2613	0.03520621642
2614	0.0352050281
2615	0.03519405103
2616	0.03517392404
2617	0.03516256472
2618	0.03516156066
2619	0.0351451155
2620	0.03511753128
2621	0.03511701939
2622	0.03510477505
2623	0.03509970079
2624	0.03509232133
2625	0.03508037625
2626	0.03507621105
2627	0.03506574703
2628	0.03504918539
2629	0.03504058194
2630	0.03503142496
2631	0.03501364968
2632	0.03500571657
2633	0.03499552643
2634	0.03496674569
2635	0.0349592639
2636	0.03495415413
2637	0.03494659278
2638	0.03492899149
2639	0.0349257173
2640	0.03491586053
2641	0.03491197217
2642	0.03490112865
2643	0.03489119132
2644	0.03486765029
2645	0.03486214531
2646	0.0348415736
2647	0.0348402833
2648	0.03481158954
2649	0.03480037438
2650	0.03477483033
2651	0.03477011675
2652	0.03474412984
2653	0.0347288534
2654	0.03471032936
2655	0.03470104495
2656	0.03467590589
2657	0.03466307253
2658	0.0346608787
2659	0.03463929973
2660	0.03463761116
2661	0.03461758733
2662	0.0346054984
2663	0.03460172565
2664	0.0345845968
2665	0.03457099219
2666	0.03456579792
2667	0.03454901767
2668	0.03454174331
2669	0.03452998276
2670	0.03450689848
2671	0.0345015979
2672	0.03447667667
2673	0.0344415617
2674	0.03443285499
2675	0.03441999985
2676	0.03441531491
2677	0.03440902333
2678	0.03440779192
2679	0.03439988425
2680	0.03439793492
2681	0.03439372061
2682	0.03438683386
2683	0.03438311375
2684	0.03437771164
2685	0.03435729317
2686	0.03435583947
2687	0.03434388372
2688	0.03433920657
2689	0.03431631212
2690	0.03431460042
2691	0.03430651075
2692	0.03429983051
2693	0.03429489021
2694	0.03429025089
2695	0.03427277724
2696	0.0342629907
2697	0.03425449654
2698	0.03422456503
2699	0.0342215916
2700	0.03422099177
2701	0.03419544892
2702	0.03418026048
2703	0.03417956182
2704	0.03414306278
2705	0.03412649048
2706	0.03409563579
2707	0.03407950363
2708	0.03407223275
2709	0.03407180395
2710	0.03405202673
2711	0.03404955715
2712	0.03402792056
2713	0.03402572602
2714	0.03401803938
2715	0.03398653308
2716	0.03398409695
2717	0.03395691822
2718	0.0339433134
2719	0.03393874754
2720	0.03392964331
2721	0.03392850454
2722	0.033919159
2723	0.03389742238
2724	0.03388806659
2725	0.03387719019
2726	0.03387151772
2727	0.03386847102
2728	0.03385268317
2729	0.03383399025
2730	0.03383053892
2731	0.03380512099
2732	0.03379603827
2733	0.03378435984
2734	0.03378217905
2735	0.03377436489
2736	0.03375281843
2737	0.03375192757
2738	0.03375031248
2739	0.03372997282
2740	0.03372277247
2741	0.03372242694
2742	0.03370333644
2743	0.03370034841
2744	0.03369043965
2745	0.03368185158
2746	0.03368072424
2747	0.03367877466
2748	0.03367777928
2749	0.03367277208
2750	0.03366857189
2751	0.03365519977
2752	0.03364576733
2753	0.03362632132
2754	0.033613526
2755	0.03359059585
2756	0.03359003345
2757	0.0335859453
2758	0.03357021054
2759	0.03354216102
2760	0.03354211542
2761	0.03352233827
2762	0.03351158034
2763	0.03350207374
2764	0.03350141607
2765	0.03348373717
2766	0.03348220953
2767	0.03347456859
2768	0.03346293955
2769	0.03346248162
2770	0.03345548054
2771	0.03344339403
2772	0.03341075395
2773	0.03340879666
2774	0.0333935939
2775	0.03336151942
2776	0.03335429067
2777	0.03334806473
2778	0.03333036213
2779	0.03331934469
2780	0.03331877892
2781	0.03330335476
2782	0.0332997247
2783	0.03329951237
2784	0.03329664221
2785	0.03328966857
2786	0.03328467306
2787	0.03327132539
2788	0.03326022657
2789	0.03325912346
2790	0.0332578465
2791	0.03325694569
2792	0.0332458987
2793	0.0332392403
2794	0.03322640234
2795	0.03321804719
2796	0.03321379231
2797	0.03321365209
2798	0.03321197882
2799	0.03318560857
2800	0.03318501342
2801	0.03317533844
2802	0.0331713271
2803	0.03316334485
2804	0.03316158132
2805	0.03315563839
2806	0.03312478967
2807	0.03311448927
2808	0.03310612014
2809	0.03309848955
2810	0.03308219282
2811	0.03304121114
2812	0.03302792444
2813	0.03302259657
2814	0.03301420525
2815	0.03301098693
2816	0.03300393573
2817	0.03300018196
2818	0.03297972521
2819	0.03297027692
2820	0.03296511634
2821	0.03294362564
2822	0.03293153244
2823	0.03293053276
2824	0.03292386617
2825	0.03292327888
2826	0.03291968783
2827	0.03290820707
2828	0.03288474467
2829	0.03287580659
2830	0.03286658037
2831	0.03286239299
2832	0.03284999864
2833	0.03283510152
2834	0.03282898784
2835	0.03281963842
2836	0.03281272279
2837	0.03281175099
2838	0.03281138631
2839	0.03281031389
2840	0.0328086689
2841	0.03279172806
2842	0.03277888358
2843	0.03276481196
2844	0.03274794898
2845	0.03273536507
2846	0.03272977941
2847	0.03270485513
2848	0.03269671261
2849	0.03269019702
2850	0.03267345687
2851	0.03266558432
2852	0.03265622825
2853	0.03265444825
2854	0.03265426816
2855	0.0326332964
2856	0.03262700114
2857	0.03261193413
2858	0.03261116731
2859	0.03259849457
2860	0.0325970997
2861	0.03259629891
2862	0.03257916326
2863	0.03256408481
2864	0.03253876981
2865	0.03253013682
2866	0.03251963066
2867	0.03249531455
2868	0.03249048979
2869	0.03247028921
2870	0.03246280916
2871	0.03243969318
2872	0.03242372941
2873	0.03241706922
2874	0.03241623232
2875	0.03241143154
2876	0.03240038008
2877	0.0323757565
2878	0.03237315475
2879	0.03234630719
2880	0.03233480313
2881	0.03232169885
2882	0.03231184159
2883	0.03229925202
2884	0.03228469648
2885	0.03227593263
2886	0.0322710411
2887	0.0322596384
2888	0.0322453296
2889	0.03223500454
2890	0.03220919088
2891	0.03220815838
2892	0.03220524283
2893	0.03217116599
2894	0.03216124792
2895	0.03216040347
2896	0.03214648589
2897	0.03213979922
2898	0.03211424648
2899	0.03210736259
2900	0.03208194082
